interaction_id,lead_id,session_id,visitor_id,timestamp,page_name,page_category,page_url,page_depth,event_type,event_name,event_value,button_name,button_location,cta_type,form_name,form_step,form_completed,session_duration_seconds,time_on_page_seconds,scroll_depth_percent,click_count,mouse_activity_score,device_type,browser,operating_system,screen_size,traffic_source,utm_source,utm_medium,utm_campaign,referrer_type,session_number,is_return_visitor,previous_session_gap_days,funnel_stage
INT-018924,LEAD-01888,S-D544DB959DFF,V-D14E392DA5,2026-01-23 03:58:32,Security,trust,/security,4,track,page_view,0.04,Read Case Study,inline,,,,False,1496.0,17,13,5,0.97,Mobile,Firefox,Android 14,390x844,direct,newsletter,email,startup_apr,,1,False,,Awareness
INT-002405,LEAD-00119,S-2905EC7A208E,V-21BD87ACBC,2026-04-18 15:54:15,Webinar,events,/webinar,3,track,page_view,0.04,Register Now,hero,primary,webinar_register_form,3.0,False,1039.0,244,95,6,0.99,Mobile,Chrome,iOS 16,414x896,google,google,,,,4,True,7.0,Consideration
INT-011488,LEAD-01982,S-B057D77ADD41,V-AEDAA5001E,2026-05-24 18:55:15,Features,product,/features,3,track,page_view,0.03,Book a Call,navbar,secondary,,,False,1082.0,166,41,12,0.56,Tablet,Chrome,iPadOS 17,1024x768,organic,,,enterprise_q1,search,8,True,4.0,Decision
INT-038967,LEAD-01657,S-2070D164644B,V-66A7E0320E,2026-01-12 03:55:05,Pricing,pricing,/pricing,5,track,pricing_page_view,0.82,View Pricing,,secondary,,,False,245.0,146,77,6,0.32,Tablet,Chrome,Windows 11,1280x800,referral,,referral,brand_awareness,email,2,True,4.0,Awareness
INT-030718,LEAD-01271,S-82106D272384,V-DCA691A6FB,2026-03-09 21:57:21,,product,/docs,3,track,page_view,0.06,Book a Call,sidebar,inline,,,False,569.0,72,65,2,0.91,Mobile,Chrome,Android 14,375x667,instagram,instagram,social,product_launch,email,6,True,9.0,Decision
INT-058299,LEAD-01819,S-0B71E70789AE,V-13D8F77048,2026-04-07 15:00:17,Resources,resources,/resources,2,track,resource_view,0.11,Download PDF,inline,,,,False,681.0,108,99,3,0.42,Mobile,Chrome,Android 13,375x667,email_campaign,newsletter,email,startup_founders,social,8,True,9.0,Evaluation
INT-018412,LEAD-00070,S-5D6D6614DA81,V-6FA14DE83C,2026-04-14 07:26:01,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.39,Request Demo,sidebar,banner,,,False,912.0,257,42,9,0.81,Desktop,Opera,macOS Sonoma,2560x1440,google,google,,healthcare_mar,search,10,True,4.0,Evaluation
INT-073477,LEAD-01852,S-006F111A2B90,V-55A7585E5C,2026-05-18 05:20:26,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.45,Read Case Study,hero,,,,False,409.0,242,61,6,0.74,Mobile,Chrome,iOS 17,360x780,direct,newsletter,email,product_launch,social,6,True,4.0,Evaluation
INT-065746,LEAD-01695,S-277EAB21B35B,V-9082B553B3,2026-02-26 15:01:50,Pricing,pricing,/pricing,5,track,pricing_page_view,0.85,View Pricing,hero,secondary,,,False,1582.0,123,99,9,0.93,Desktop,,Windows 11,1366x768,referral,partner,referral,bfsi_jan,,6,True,2.0,Evaluation
INT-047577,LEAD-01522,S-8B21418A36C2,V-9583400899,2026-02-02 12:31:24,Resources,resources,/resources,2,track,resource_view,0.13,Download PDF,hero,secondary,,,False,767.0,181,42,7,0.84,Desktop,Safari,macOS Sonoma,1440x900,direct,,,healthcare_mar,search,3,True,11.0,Awareness
INT-014881,LEAD-00200,S-F964BF1DAF57,V-03E115DE9B,2026-02-24 04:35:00,Webinar,events,/webinar,3,track,page_view,0.04,Register Now,sidebar,secondary,webinar_register_form,2.0,False,1023.0,122,22,3,0.51,Mobile,Chrome,iOS 16,414x896,google,google,cpc,bfsi_jan,search,4,True,1.0,Consideration
INT-019567,LEAD-00750,S-98076238D1EF,V-865718EF36,2026-04-09 04:48:37,Security,trust,/security,4,track,page_view,0.01,Try Free,navbar,banner,,,False,122.0,212,32,1,0.35,Mobile,Edge,Android 14,360x780,linkedin,linkedin,social,product_launch,referral,2,True,9.0,Awareness
INT-032498,LEAD-01147,S-395E2D9F3EC4,V-15B7C9692F,2026-05-01 09:31:26,Testimonials,social_proof,/testimonials,4,track,page_view,0.05,Watch Demo,hero,banner,,,False,1289.0,228,91,12,0.47,Tablet,Opera,iPadOS 17,820x1180,facebook,facebook,social,,direct,8,True,7.0,Evaluation
INT-028956,LEAD-00609,S-FEC7101E25BB,V-23EE449E26,2026-05-16 01:59:57,Resources,resources,/resources,2,track,document_download,0.46,Download PDF,hero,,,,False,613.0,130,54,8,0.63,Mobile,Chrome,iOS 16,414x896,linkedin,linkedin,social,startup_apr,social,15,True,3.0,Awareness
INT-059643,LEAD-00592,S-9A394F84066C,V-FFD36A0430,2026-02-07 02:31:03,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.46,Read Case Study,hero,secondary,,,False,1066.0,240,72,4,0.87,Desktop,Firefox,Windows 10,1920x1080,linkedin,linkedin,,startup_founders,direct,4,True,12.0,Consideration
INT-039426,LEAD-00161,S-FD0D55A6DEB7,V-54422E4FCA,2026-04-06 20:49:17,Changelog,product,/changelog,2,track,page_view,0.02,Download PDF,hero,primary,,,False,924.0,299,53,10,0.98,Mobile,Chrome,iOS 17,414x896,google,google,,startup_founders,social,5,True,7.0,Evaluation
INT-035388,LEAD-01135,S-777AB0639EA8,V-2892EE4C36,2026-05-20 01:05:40,Pricing,pricing,/pricing,5,track,page_view,0.07,View Pricing,hero,banner,,,False,711.0,170,73,8,0.52,Mobile,Firefox,Android 13,414x896,facebook,facebook,social,,referral,6,True,46.0,Consideration
INT-038388,LEAD-00869,S-68A1DFD08BAC,V-806398BD86,2026-05-20 22:50:08,Security,trust,/security,4,track,page_view,0.08,,navbar,,,,False,239.0,104,30,4,0.64,Mobile,Safari,iOS 16,360x780,linkedin,linkedin,social,startup_apr,,2,True,3.0,Evaluation
INT-070082,LEAD-01043,S-73B98EE2382C,V-E296CB55BB,2026-04-14 00:13:41,Features,product,/features,3,track,page_view,0.05,Request Demo,footer,inline,,,False,126.0,29,63,3,0.57,Mobile,Safari,Android 14,390x844,facebook,facebook,social,startup_founders,social,3,True,14.0,Consideration
INT-070346,LEAD-01446,S-1BE65BD92FAD,V-C850C83251,2026-02-16 20:57:42,ROI Calculator,tools,/roi-calculator,5,track,page_view,0.04,Read Case Study,inline,primary,,,False,778.0,152,33,11,0.61,Mobile,Chrome,iOS 16,390x844,direct,,,bfsi_jan,,4,True,1.0,Consideration
INT-016233,LEAD-00784,S-A5B9FA3BEA3C,V-FA41C08DB1,2026-03-15 22:51:43,ROI Calculator,tools,/roi-calculator,5,track,page_view,0.07,Get Started,hero,secondary,,,False,1204.0,39,20,4,0.33,Mobile,Chrome,iOS 16,360x780,linkedin,linkedin,social,startup_founders,search,3,True,0.0,Awareness
INT-002628,LEAD-01847,S-A62FB54E4B17,V-09B9211854,2026-05-13 21:04:48,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.51,WhatsApp Us,navbar,,,,False,1261.0,274,43,3,0.36,Mobile,Chrome,Android 13,375x667,direct,newsletter,email,startup_founders,social,12,True,7.0,Evaluation
INT-051647,LEAD-01088,S-0CFFADCB3AB7,V-3E2B0F8943,2026-04-02 15:53:54,Resources,resources,/resources,2,track,resource_view,0.17,Download PDF,navbar,secondary,,,False,1718.0,265,81,7,0.94,Mobile,Safari,Android 14,375x667,facebook,facebook,social,startup_apr,search,2,True,5.0,Awareness
INT-048186,LEAD-00740,S-F589118671E6,V-E729BFB27A,2026-01-08 04:00:57,Landing Page,landing,/lp/campaign,2,track,page_view,0.03,Learn More,,banner,,,False,1079.0,56,31,7,0.55,Mobile,Firefox,iOS 17,414x896,linkedin,linkedin,social,enterprise_q1,referral,2,True,1.0,Awareness
INT-062819,LEAD-00036,S-46B66015A037,V-F0D39DC786,2026-03-16 15:59:13,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.49,Learn More,navbar,secondary,,,False,1553.0,17,71,2,0.86,Mobile,Chrome,iOS 17,414x896,direct,google,cpc,product_launch,email,1,False,,Awareness
INT-052778,LEAD-01143,S-895B3D88F6E0,V-4F26AE309D,2026-03-08 09:55:41,About,about,/about,2,track,page_view,0.02,Watch Demo,sidebar,inline,,,False,741.0,61,61,8,0.48,Mobile,Chrome,iOS 16,414x896,facebook,facebook,,healthcare_mar,direct,5,True,0.0,Consideration
INT-038277,LEAD-01050,S-C32A302806B2,V-7889B4679C,2026-03-02 22:32:54,Pricing,pricing,/pricing,5,track,page_view,0.06,View Pricing,footer,secondary,,,False,1294.0,194,145,4,0.7,Desktop,Edge,macOS Ventura,2560x1440,facebook,,,brand_awareness,search,3,True,7.0,Awareness
INT-066748,LEAD-00974,S-C7A6EF5D5BAD,V-6877D1D991,2026-04-12 03:12:59,Landing Page,landing,/lp/campaign,2,track,page_view,0.04,Read Case Study,hero,primary,,,False,820.0,70,41,12,0.65,Desktop,Edge,macOS Sonoma,1366x768,direct,facebook,social,retargeting,direct,10,True,5.0,Decision
INT-053586,LEAD-01429,S-B1CF7264E5FA,V-B25CA461AD,2026-05-24 06:31:16,Partners,partnerships,/partners,3,track,page_view,0.03,,footer,inline,,,False,1129.0,130,50,4,0.34,Desktop,Chrome,Linux,1440x900,direct,,,retargeting,referral,7,True,8.0,Evaluation
INT-032465,LEAD-01147,S-D8EAC76AC4ED,V-15B7C9692F,2026-04-17 02:13:37,Demo,conversion,/demo,6,track,page_view,0.02,Request Demo,,inline,demo_request_form,3.0,False,1335.0,220,74,11,0.67,Tablet,Opera,iPadOS 17,1024x768,facebook,facebook,social,,direct,4,True,1.0,Consideration
INT-054907,LEAD-01280,S-C5267E53B2C8,V-DF7050054C,2026-02-16 09:23:23,Contact,conversion,/contact,5,track,page_view,0.06,Contact Sales,,banner,contact_form,1.0,False,1575.0,220,83,1,0.97,Mobile,Chrome,Android 14,375x667,direct,instagram,social,product_launch,direct,1,False,,Awareness
INT-030823,LEAD-01957,S-E83F3CD8C762,V-B939E3B9CF,2026-04-01 22:38:56,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.36,Register Now,,primary,,,False,1393.0,284,58,7,0.7,Desktop,Firefox,Windows 10,2560x1440,organic,google,organic,,social,9,True,1.0,Evaluation
INT-009626,LEAD-00602,S-283B58D3F1AC,V-07B1593F88,2026-04-13 12:53:11,Features,product,/features,3,track,page_view,0.07,Get Started,footer,inline,,,False,869.0,265,58,1,0.39,Desktop,Chrome,Linux,1366x768,linkedin,linkedin,social,product_launch,,9,True,1.0,Decision
INT-068346,LEAD-00367,S-6CDB311D283B,V-84F15226CF,2026-02-15 08:49:03,Pricing,pricing,/pricing,5,track,pricing_page_view,0.89,View Pricing,hero,secondary,,,False,,297,45,3,0.86,Mobile,Safari,Android 14,414x896,direct,google,cpc,startup_founders,,2,True,1.0,Awareness
INT-061148,LEAD-01911,S-6A52A32506BC,V-45D3E52BE5,2026-05-22 06:04:19,Blog,blog,/blog,2,track,page_view,0.03,Download PDF,sidebar,,,,False,14.0,7,48,3,0.46,Desktop,,Linux,2560x1440,organic,google,organic,startup_apr,social,4,True,10.0,Awareness
INT-025799,LEAD-01082,S-30BDBD51748D,V-A6DA070FF7,2026-04-22 14:07:32,Resources,resources,/resources,2,track,resource_view,0.16,Download PDF,sidebar,,,,False,1596.0,28,86,7,0.74,Desktop,Safari,Windows 11,1920x1080,facebook,facebook,social,,email,4,True,7.0,Evaluation
INT-051012,LEAD-00823,S-D1DAB7649952,V-73943997FF,2026-02-18 01:20:22,Blog,blog,/blog,2,track,blog_read,0.14,Try Free,footer,,,,False,504.0,35,98,3,0.84,Mobile,Chrome,iOS 16,390x844,linkedin,linkedin,social,startup_founders,search,5,True,1.0,Awareness
INT-013689,LEAD-01030,S-D1D7041FB984,V-265CD2BE66,2026-03-23 10:20:58,ROI Calculator,tools,/roi-calculator,5,track,pricing_page_view,0.82,Book a Call,sidebar,banner,,,False,1112.0,98,28,9,0.7,Mobile,Chrome,iOS 17,375x667,facebook,facebook,social,brand_awareness,,8,True,1.0,Evaluation
INT-000839,LEAD-01339,S-BDF1955CEF61,V-A15C662783,2026-04-11 21:53:01,Partners,partnerships,/partners,3,track,page_view,0.1,Register Now,inline,secondary,,,False,1533.0,174,36,12,0.96,Desktop,Chrome,Windows 11,2560x1440,instagram,instagram,social,enterprise_q1,search,8,True,7.0,Evaluation
INT-002179,LEAD-01023,S-F554C1FF363F,V-98F4E9D3A1,2026-03-04 02:33:45,Free Trial,conversion,/free-trial,6,track,page_view,0.08,Try Free,footer,,free_trial_form,3.0,False,-85.0,263,69,1,0.43,Mobile,Chrome,iOS 16,360x780,facebook,facebook,,brand_awareness,,3,True,2.0,Awareness
INT-060057,LEAD-00689,S-2CB40DDC077D,V-BC77E14835,2026-02-14 12:37:32,Testimonials,social_proof,/testimonials,4,track,page_view,0.01,Book a Call,sidebar,secondary,,,False,1368.0,218,38,5,0.98,Mobile,Chrome,iOS 17,390x844,linkedin,linkedin,social,brand_awareness,search,6,True,10.0,Consideration
INT-052363,LEAD-00059,S-2A73891F07C1,V-050817F5E2,2026-05-25 05:32:19,Integrations,product,/integrations,3,track,page_view,0.08,Watch Demo,sidebar,banner,,,False,674.0,278,59,6,0.36,Mobile,Chrome,iOS 16,360x780,direct,google,cpc,healthcare_mar,search,11,True,4.0,Evaluation
INT-020392,LEAD-01091,S-EB4FF07EDE14,V-02670F1C84,2026-01-20 12:47:53,Resources,resources,/resources,2,track,resource_view,0.17,Download PDF,hero,,,,False,104.0,162,90,2,0.61,Mobile,Chrome,Android 14,390x844,facebook,facebook,social,,direct,1,False,,Awareness
INT-054541,LEAD-00182,S-C9E7E1122DE8,V-74812BFFED,2026-03-12 01:25:00,About,about,/about,2,track,page_view,0.06,Read Case Study,sidebar,primary,,,False,1249.0,164,63,5,0.57,Mobile,Chrome,iOS 17,360x780,google,google,cpc,healthcare_mar,search,7,True,6.0,Consideration
INT-008190,LEAD-01076,S-F492F8F89F39,V-FE02372D22,2026-02-03 02:46:57,Features,product,/features,3,track,page_view,0.05,,sidebar,,,,False,813.0,191,44,9,0.58,Mobile,Safari,Android 13,360x780,facebook,facebook,social,product_launch,direct,6,True,4.0,Evaluation
INT-041386,LEAD-01289,S-9A02CA953E14,V-4A6AA4D00A,2026-05-28 22:52:11,Testimonials,social_proof,/testimonials,4,track,page_view,0.1,Contact Sales,inline,secondary,,,False,1508.0,258,37,12,0.65,Desktop,Chrome,Windows 10,2560x1440,direct,instagram,social,bfsi_jan,,2,True,6.0,Awareness
INT-039324,LEAD-00624,S-3784372DE8ED,V-DAC32BDEDB,2026-02-27 00:32:45,Integrations,product,/integrations,3,track,page_view,0.1,Book a Call,sidebar,secondary,,,False,618.0,232,96,9,0.53,Mobile,Chrome,iOS 17,414x896,linkedin,linkedin,social,brand_awareness,direct,3,True,2.0,Consideration
INT-048279,LEAD-01611,S-BA31606B8749,V-AA909E13F6,2026-01-17 03:29:08,Blog,blog,/blog,2,track,blog_read,0.12,Download PDF,navbar,,,,False,1118.0,287,70,1,0.34,Mobile,Chrome,iOS 17,360x780,referral,partner,referral,retargeting,social,4,True,0.0,Consideration
INT-039330,LEAD-00624,S-F08BA2A37ECA,V-DAC32BDEDB,2026-03-02 13:42:50,ROI Calculator,tools,/roi-calculator,5,track,pricing_page_view,0.72,Read Case Study,sidebar,primary,,,False,683.0,210,89,5,0.92,Mobile,Chrome,Android 14,360x780,linkedin,,social,brand_awareness,,4,True,3.0,Evaluation
INT-025746,LEAD-00439,S-0E0EE1668494,V-AF4ED611DF,2026-01-08 02:16:14,Case Studies,social_proof,/case-studies,4,track,page_view,0.08,Download PDF,,secondary,,,False,142.0,190,31,1,0.68,Desktop,Chrome,macOS Sonoma,2560x1440,google,google,cpc,bfsi_jan,search,1,False,,Awareness
INT-057654,LEAD-00264,S-1066C5218AE4,V-37D404EB6B,2026-03-22 02:48:55,Docs,product,/docs,3,track,page_view,0.08,Contact Sales,footer,inline,,,False,757.0,75,69,1,0.45,Mobile,Chrome,iOS 16,414x896,google,google,,healthcare_mar,,7,True,8.0,Consideration
INT-043981,LEAD-00608,S-8A620DF448A9,V-394D67DFD8,2026-04-26 19:24:42,Pricing,pricing,/pricing,5,track,pricing_page_view,0.64,View Pricing,sidebar,secondary,,,False,432.0,75,75,5,0.82,Mobile,Safari,Android 14,375x667,linkedin,linkedin,social,brand_awareness,email,10,True,3.0,Decision
INT-041323,LEAD-00379,S-8EDB2549FEC1,V-99034E2E7A,2026-02-18 23:55:55,Resources,resources,/resources,2,track,resource_view,0.17,Download PDF,footer,secondary,,,False,1380.0,130,52,11,0.46,Desktop,Firefox,macOS Ventura,1920x1080,google,google,cpc,bfsi_jan,search,1,False,,Awareness
INT-070001,LEAD-00795,S-2EFB924E169C,V-0C887BC412,2026-02-26 10:30:40,Resources,resources,/resources,2,track,resource_view,0.15,Download PDF,,secondary,,,False,1511.0,159,65,4,0.74,Mobile,Chrome,Android 14,414x896,linkedin,linkedin,social,startup_apr,referral,5,True,6.0,Consideration
INT-046798,LEAD-00048,S-2FB122F3C59A,V-6F73F536FE,2026-03-13 19:54:19,Partners,partnerships,/partners,3,track,page_view,0.05,Contact Sales,footer,primary,,,False,1783.0,15,16,7,0.83,Desktop,Chrome,macOS Ventura,1440x900,google,google,cpc,startup_apr,email,5,True,26.0,Consideration
INT-037313,LEAD-00739,S-1F340D2B12D6,V-341AA68A09,2026-02-16 01:59:00,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.32,Try Free,,primary,,,False,1604.0,199,58,8,0.93,Mobile,Chrome,iOS 16,375x667,linkedin,linkedin,social,enterprise_q1,email,4,True,6.0,Evaluation
INT-039382,LEAD-01378,S-08408BD84313,V-BFFADC5C22,2026-04-01 22:15:54,Pricing,pricing,/pricing,5,track,pricing_page_view,0.65,View Pricing,inline,secondary,,,False,1445.0,87,41,9,0.69,Mobile,Chrome,iOS 16,390x844,instagram,instagram,social,,social,5,True,0.0,Evaluation
INT-057713,LEAD-00264,S-8CE6BAAD2601,V-37D404EB6B,2026-05-25 08:57:22,Resources,resources,/resources,2,track,resource_view,0.12,Download PDF,footer,inline,,,False,1422.0,171,97,1,0.73,Mobile,Chrome,Android 13,390x844,google,google,cpc,startup_apr,,14,True,4.0,Decision
INT-002202,LEAD-01023,S-BDB8432DD9B9,V-98F4E9D3A1,2026-03-19 23:29:39,Contact,conversion,/contact,5,track,page_view,0.07,Contact Sales,navbar,primary,contact_form,3.0,False,1006.0,191,86,4,0.41,Mobile,Chrome,Android 14,414x896,facebook,facebook,social,brand_awareness,social,6,True,2.0,Consideration
INT-000517,LEAD-00738,S-18CE16EB4B72,V-C469E862B2,2026-05-29 15:20:12,Partners,partnerships,/partners,3,track,page_view,0.04,View Pricing,hero,inline,,,False,,169,40,11,0.99,Mobile,Opera,iOS 17,390x844,linkedin,linkedin,social,healthcare_mar,referral,6,True,1.0,Evaluation
INT-020090,LEAD-01117,S-F03370C85467,V-54FFD4236C,2026-02-20 18:08:41,Resources,resources,/resources,2,track,document_download,0.38,,footer,,,,False,1663.0,35,100,8,0.72,Desktop,Chrome,Windows 11,2560x1440,facebook,facebook,social,,,3,True,1.0,Awareness
INT-016672,LEAD-00618,S-6FCC4D0FA89C,V-9AD7E07476,2026-03-09 14:29:07,Partners,partnerships,/partners,3,track,resource_view,0.08,Download PDF,inline,inline,,,False,14.0,6,97,2,0.33,Mobile,Chrome,iOS 17,414x896,linkedin,linkedin,social,startup_founders,search,2,True,14.0,Consideration
INT-029607,LEAD-00053,S-99ADE0EC892C,V-6695AF80C8,2026-04-16 02:51:03,,product,/docs,3,track,page_view,0.09,Get Started,sidebar,,,,False,1416.0,97,42,5,0.97,Desktop,Safari,macOS Sonoma,1440x900,google,google,cpc,retargeting,social,5,True,31.0,Consideration
INT-069774,LEAD-01855,S-A09C45A19684,V-626AC99AF4,2026-03-02 04:09:48,Docs,product,/docs,3,track,page_view,0.01,Book a Call,hero,,,,False,996.0,293,26,8,0.87,Mobile,Chrome,Android 14,414x896,email_campaign,newsletter,email,bfsi_jan,search,3,True,3.0,Consideration
INT-034705,LEAD-00483,S-8206C72DD9EA,V-9B0F0283FF,2026-05-30 03:37:45,Features,product,/features,3,track,page_view,0.02,Watch Demo,hero,,,,False,1677.0,286,68,5,0.97,Mobile,Opera,iOS 16,414x896,google,,cpc,brand_awareness,referral,9,True,2.0,Decision
INT-065195,LEAD-01849,S-9E8D108303B1,V-F58530E2D4,2026-04-11 04:00:48,Features,product,/features,3,track,page_view,0.03,WhatsApp Us,navbar,secondary,,,False,747.0,213,45,5,0.39,Desktop,Chrome,Windows 11,1366x768,email_campaign,newsletter,email,startup_apr,social,5,True,1.0,Consideration
INT-052717,LEAD-00256,S-8E4836931CF7,V-2C35661617,2026-03-21 14:23:40,Testimonials,social_proof,/testimonials,4,track,page_view,0.01,Request Demo,hero,inline,,,False,482.0,64,29,12,0.58,Mobile,Firefox,Android 14,414x896,google,google,cpc,startup_founders,,6,True,7.0,Evaluation
INT-014559,LEAD-01608,S-3E9373EB950B,V-8554932691,2026-01-20 16:19:25,Pricing,pricing,/pricing,5,track,pricing_page_view,0.82,View Pricing,hero,secondary,,,False,185.0,100,13,3,0.49,Mobile,Safari,Android 14,360x780,referral,partner,referral,enterprise_q1,direct,7,True,3.0,Evaluation
INT-067778,LEAD-00258,S-EF2A1ADCE616,V-18CFA71D46,2026-04-03 04:24:19,Webinar,events,/webinar,3,track,webinar_registration,0.37,Register Now,hero,,webinar_register_form,1.0,True,1427.0,77,51,12,0.49,Mobile,Chrome,iOS 17,414x896,google,google,cpc,,referral,5,True,20.0,Consideration
INT-070610,LEAD-01099,S-DAE9A99D1CD8,V-3DC9235C01,2026-03-10 07:41:21,Partners,partnerships,/partners,3,track,page_view,0.02,Watch Demo,,secondary,,,False,1274.0,283,59,10,0.81,Mobile,Safari,Android 14,360x780,facebook,facebook,social,startup_founders,search,2,True,6.0,Awareness
INT-030556,LEAD-01947,S-2B35EEA90AC7,V-1B7311457C,2026-05-04 19:50:30,,product,/features,3,track,page_view,0.03,Register Now,inline,banner,,,False,690.0,204,33,9,0.99,Tablet,Edge,iPadOS 17,1280x800,organic,,organic,enterprise_q1,referral,8,True,17.0,Evaluation
INT-054267,LEAD-00349,S-28D9ED2BEA5C,V-A6D900ADD0,2026-05-26 19:41:47,ROI Calculator,tools,/roi-calculator,5,track,page_view,0.06,,sidebar,secondary,,,False,1711.0,265,85,4,0.43,Mobile,Firefox,Android 13,360x780,google,google,cpc,enterprise_q1,,13,True,22.0,Decision
INT-069259,LEAD-00677,S-6DE9DB35FE50,V-19E37049B3,2026-03-14 07:56:02,Pricing,pricing,/pricing,5,track,page_view,0.03,View Pricing,,primary,,,False,1567.0,75,48,9,0.93,Mobile,Chrome,iOS 16,414x896,linkedin,linkedin,social,startup_apr,,6,True,0.0,Consideration
INT-004117,LEAD-01946,S-C639B2C59EF7,V-672283C7BA,2026-04-13 19:42:20,Integrations,product,/integrations,3,track,page_view,0.05,View Pricing,hero,secondary,,,False,853.0,122,98,12,0.82,Mobile,Chrome,Android 14,360x780,direct,google,organic,startup_apr,,3,True,8.0,Awareness
INT-000299,LEAD-00474,S-8788CAD2117B,V-91905F576A,2026-05-27 16:07:12,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.45,Read Case Study,sidebar,primary,,,False,304.0,79,12,3,0.82,Mobile,Chrome,iOS 16,390x844,google,google,cpc,brand_awareness,social,11,True,1.0,Evaluation
INT-038332,LEAD-01050,S-83FAE6EDF0FA,V-7889B4679C,2026-04-27 17:59:11,Pricing,pricing,/pricing,5,track,page_view,0.04,View Pricing,,,,,False,642.0,190,96,8,0.91,Desktop,Edge,macOS Sonoma,1366x768,facebook,facebook,social,brand_awareness,search,9,True,7.0,Evaluation
INT-039308,LEAD-00624,S-6C9E62C51856,V-DAC32BDEDB,2026-02-17 11:48:06,Free Trial,conversion,/free-trial,6,track,page_view,0.08,Try Free,inline,banner,free_trial_form,3.0,False,1199.0,211,28,11,0.92,Mobile,Chrome,iOS 16,390x844,linkedin,linkedin,social,brand_awareness,referral,1,False,,Awareness
INT-004551,LEAD-00573,S-8D6BE1EBFA05,V-B19B02795A,2026-05-12 06:01:17,Resources,resources,/resources,2,track,resource_view,0.13,Download PDF,,banner,,,False,911.0,248,46,2,0.86,Mobile,Chrome,Android 13,360x780,linkedin,,social,startup_apr,,11,True,5.0,Decision
INT-041139,LEAD-00951,S-4DCA7E64B791,V-E3EBE074E6,2026-05-24 14:39:07,About,about,/about,2,track,page_view,0.06,Contact Sales,inline,primary,,,False,734.0,122,81,7,0.83,Mobile,Chrome,Android 14,414x896,facebook,,social,product_launch,email,4,True,16.0,Evaluation
INT-037955,LEAD-00122,S-AD109683B122,V-5FF538FCBC,2026-02-09 05:25:22,Resources,resources,/resources,2,track,blog_read,0.05,Download PDF,sidebar,inline,,,False,14.0,3,77,3,0.18,Mobile,Chrome,iOS 16,375x667,google,google,cpc,healthcare_mar,,1,False,,Awareness
INT-026789,LEAD-00242,S-6F067E1A717A,V-FD4688C7FD,2026-02-12 14:04:26,Pricing,pricing,/pricing,5,track,pricing_page_view,0.9,View Pricing,inline,secondary,,,False,356.0,48,28,2,0.98,Mobile,Chrome,Android 13,375x667,google,google,,product_launch,referral,5,True,1.0,Decision
INT-054942,LEAD-01280,S-C526C1CA8E19,V-DF7050054C,2026-04-17 02:03:53,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.34,Register Now,inline,secondary,,,False,862.0,60,46,2,0.39,Mobile,Chrome,iOS 16,375x667,direct,instagram,social,product_launch,direct,6,True,36.0,Evaluation
INT-040051,LEAD-01083,S-D9281FEFC328,V-EA625B8EB0,2026-02-18 20:53:16,Webinar,events,/webinar,3,track,page_view,0.05,Register Now,,inline,webinar_register_form,1.0,False,162.0,33,16,2,0.76,Desktop,Safari,Windows 10,1366x768,direct,facebook,social,bfsi_jan,social,1,False,,Awareness
INT-012000,LEAD-00020,S-696AA194952B,V-33F1256703,2026-03-04 07:01:07,Resources,resources,/resources,2,track,resource_view,0.13,Download PDF,footer,inline,,,False,1517.0,211,64,7,0.99,Desktop,Chrome,macOS Sonoma,1920x1080,google,google,,healthcare_mar,social,3,True,22.0,Awareness
INT-048716,LEAD-01984,S-6B1E9953DC72,V-6E7BF32234,2026-05-16 00:07:29,Testimonials,social_proof,/testimonials,4,track,page_view,0.07,Learn More,hero,primary,,,False,488.0,165,16,10,0.4,Desktop,Chrome,Linux,1920x1080,direct,google,,enterprise_q1,email,7,True,4.0,Evaluation
INT-052264,LEAD-00213,S-2B086418063C,V-7DE9027D0D,2026-03-15 01:48:59,Contact,conversion,/contact,5,track,page_view,0.01,Contact Sales,inline,,contact_form,1.0,False,502.0,81,25,2,0.3,Desktop,Chrome,macOS Sonoma,2560x1440,google,,cpc,healthcare_mar,social,10,True,6.0,Evaluation
INT-046642,LEAD-00372,S-72E248D1C91B,V-7AA6A5FD77,2026-03-27 16:19:16,Resources,resources,/resources,2,track,resource_view,0.1,Download PDF,sidebar,primary,,,False,97.0,22,30,1,0.64,Desktop,Chrome,macOS Ventura,1440x900,google,,cpc,healthcare_mar,search,3,True,19.0,Awareness
INT-006171,LEAD-01450,S-D6167AC79982,V-FCB9CBC126,2026-02-09 19:30:09,Free Trial,conversion,/free-trial,6,track,page_view,0.04,Try Free,inline,secondary,free_trial_form,1.0,False,656.0,210,100,5,0.41,Desktop,Brave,Linux,2560x1440,direct,,,startup_founders,,2,True,2.0,Evaluation
